CITY_NAME,Population,Violent crime,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
Abington,16448.0,23.0,4.0,5.0,3.0,11.0,153.0,23.0,122.0,8.0,1.0
Acton,23780.0,32.0,0.0,6.0,2.0,24.0,66.0,13.0,50.0,3.0,0.0
Acushnet,10533.0,12.0,0.0,5.0,0.0,7.0,35.0,14.0,19.0,2.0,0.0
Adams,8028.0,26.0,0.0,10.0,2.0,14.0,94.0,34.0,59.0,1.0,2.0
Agawam,28736.0,82.0,0.0,13.0,8.0,61.0,376.0,133.0,228.0,15.0,1.0
Amesbury,17595.0,25.0,0.0,3.0,3.0,19.0,132.0,18.0,107.0,7.0,0.0
Amherst,39603.0,99.0,0.0,28.0,2.0,69.0,173.0,55.0,103.0,15.0,2.0
Andover,36547.0,8.0,0.0,6.0,1.0,1.0,215.0,28.0,180.0,7.0,0.0
Aquinnah,328.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Arlington,45614.0,34.0,0.0,5.0,8.0,21.0,167.0,16.0,139.0,12.0,3.0
Ashburnham,6330.0,8.0,0.0,2.0,0.0,6.0,28.0,7.0,18.0,3.0,0.0
Ashland,17742.0,21.0,0.0,4.0,1.0,16.0,77.0,9.0,60.0,8.0,0.0
Athol,11679.0,47.0,1.0,7.0,2.0,37.0,101.0,9.0,88.0,4.0,1.0
Attleboro,44959.0,123.0,0.0,27.0,14.0,82.0,522.0,69.0,427.0,26.0,1.0
Auburn,16724.0,28.0,0.0,0.0,1.0,27.0,305.0,29.0,263.0,13.0,3.0
Avon3,4504.0,10.0,0.0,1.0,2.0,7.0,111.0,9.0,98.0,4.0,
Ayer,8192.0,14.0,0.0,1.0,1.0,12.0,57.0,14.0,40.0,3.0,0.0
Barnstable,44032.0,178.0,2.0,22.0,14.0,140.0,425.0,61.0,350.0,14.0,7.0
Barre,5573.0,16.0,0.0,1.0,1.0,14.0,18.0,1.0,10.0,7.0,0.0
Becket3,1724.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0
Bedford,14193.0,7.0,0.0,0.0,1.0,6.0,40.0,2.0,37.0,1.0,0.0
Belchertown,15195.0,16.0,0.0,1.0,1.0,14.0,55.0,12.0,38.0,5.0,0.0
Bellingham,17143.0,25.0,0.0,3.0,2.0,20.0,194.0,16.0,170.0,8.0,2.0
Belmont,26331.0,6.0,0.0,1.0,0.0,5.0,179.0,76.0,98.0,5.0,2.0
Berkley,6799.0,8.0,0.0,2.0,0.0,6.0,19.0,9.0,9.0,1.0,0.0
Berlin,3241.0,4.0,0.0,2.0,1.0,1.0,31.0,4.0,26.0,1.0,0.0
Bernardston,2113.0,5.0,0.0,3.0,0.0,2.0,12.0,3.0,9.0,0.0,0.0
Beverly,42317.0,47.0,0.0,4.0,2.0,41.0,206.0,19.0,177.0,10.0,1.0
Billerica,43882.0,22.0,0.0,2.0,2.0,18.0,169.0,21.0,135.0,13.0,0.0
Blackstone,9294.0,13.0,0.0,1.0,2.0,10.0,21.0,5.0,12.0,4.0,0.0
Bolton,5393.0,2.0,0.0,0.0,0.0,2.0,25.0,2.0,23.0,0.0,0.0
"Boston3,4",698941.0,4244.0,42.0,231.0,1039.0,2932.0,,1703.0,10590.0,,
Bourne,19734.0,54.0,0.0,13.0,2.0,39.0,213.0,43.0,157.0,13.0,0.0
Boxborough,6540.0,4.0,0.0,0.0,0.0,4.0,26.0,1.0,21.0,4.0,0.0
Boxford,8352.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,11.0,0.0,0.0
Boylston,4694.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0
Braintree,37145.0,45.0,0.0,3.0,4.0,38.0,486.0,52.0,417.0,17.0,1.0
Brewster,9725.0,25.0,0.0,4.0,0.0,21.0,38.0,9.0,28.0,1.0,0.0
Bridgewater,27270.0,59.0,0.0,4.0,3.0,52.0,95.0,23.0,62.0,10.0,0.0
Brockton,95287.0,782.0,5.0,63.0,148.0,566.0,1853.0,248.0,1317.0,288.0,16.0
Brookfield,3440.0,6.0,0.0,2.0,1.0,3.0,26.0,4.0,20.0,2.0,0.0
Brookline,58928.0,57.0,1.0,2.0,14.0,40.0,503.0,44.0,453.0,6.0,0.0
Burlington,29082.0,45.0,0.0,12.0,3.0,30.0,451.0,15.0,424.0,12.0,0.0
Cambridge,119908.0,334.0,1.0,26.0,67.0,240.0,1983.0,161.0,1724.0,98.0,8.0
Canton,23706.0,85.0,0.0,0.0,5.0,80.0,157.0,18.0,132.0,7.0,1.0
Carlisle,5255.0,1.0,0.0,1.0,0.0,0.0,22.0,4.0,18.0,0.0,0.0
Carver,11721.0,26.0,0.0,6.0,3.0,17.0,68.0,13.0,49.0,6.0,0.0
Charlton,13679.0,8.0,0.0,2.0,0.0,6.0,55.0,16.0,36.0,3.0,1.0
Chatham,6117.0,8.0,0.0,2.0,1.0,5.0,59.0,12.0,47.0,0.0,0.0
Chelmsford,35218.0,34.0,0.0,4.0,1.0,29.0,397.0,17.0,364.0,16.0,2.0
Chelsea,40496.0,270.0,0.0,27.0,65.0,178.0,594.0,105.0,406.0,83.0,2.0
Cheshire,3133.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Chicopee,55293.0,340.0,2.0,35.0,57.0,246.0,1320.0,245.0,971.0,104.0,4.0
Chilmark,920.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0
Clinton,13964.0,4.0,1.0,0.0,0.0,3.0,14.0,1.0,11.0,2.0,0.0
Cohasset,8609.0,3.0,0.0,0.0,0.0,3.0,53.0,10.0,40.0,3.0,0.0
Concord,19253.0,17.0,0.0,4.0,1.0,12.0,89.0,6.0,82.0,1.0,1.0
Dalton,6546.0,6.0,0.0,1.0,0.0,5.0,22.0,8.0,12.0,2.0,1.0
Danvers,27664.0,39.0,0.0,2.0,4.0,33.0,357.0,26.0,315.0,16.0,3.0
Dartmouth,34035.0,77.0,0.0,4.0,16.0,57.0,502.0,40.0,444.0,18.0,1.0
Dedham,25203.0,7.0,0.0,5.0,1.0,1.0,327.0,8.0,297.0,22.0,0.0
Deerfield,5032.0,5.0,0.0,2.0,0.0,3.0,43.0,15.0,27.0,1.0,1.0
Dennis,13738.0,88.0,0.0,17.0,1.0,70.0,194.0,45.0,144.0,5.0,0.0
Douglas,8946.0,8.0,0.0,2.0,1.0,5.0,24.0,6.0,15.0,3.0,0.0
Dover,6118.0,1.0,0.0,0.0,0.0,1.0,13.0,3.0,10.0,0.0,0.0
Dracut,31786.0,30.0,0.0,2.0,4.0,24.0,141.0,24.0,107.0,10.0,1.0
Dudley,11754.0,32.0,0.0,7.0,2.0,23.0,52.0,9.0,38.0,5.0,1.0
Dunstable,3405.0,3.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0,1.0,0.0
Duxbury,15934.0,9.0,0.0,2.0,0.0,7.0,57.0,9.0,47.0,1.0,1.0
East Bridgewater,14472.0,27.0,0.0,3.0,2.0,22.0,64.0,12.0,46.0,6.0,2.0
East Brookfield,2202.0,4.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,4.0,0.0
Eastham,4823.0,5.0,0.0,2.0,0.0,3.0,38.0,2.0,35.0,1.0,0.0
Easthampton,15979.0,37.0,0.0,7.0,2.0,28.0,156.0,25.0,122.0,9.0,0.0
East Longmeadow,16269.0,24.0,1.0,6.0,6.0,11.0,172.0,28.0,132.0,12.0,2.0
Easton,25079.0,43.0,0.0,9.0,3.0,31.0,145.0,24.0,110.0,11.0,2.0
Edgartown,4362.0,20.0,0.0,3.0,1.0,16.0,60.0,9.0,47.0,4.0,0.0
Erving,1771.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,9.0,1.0,0.0
Everett,47195.0,245.0,3.0,19.0,19.0,204.0,623.0,104.0,445.0,74.0,1.0
Fairhaven,15996.0,51.0,0.0,11.0,2.0,38.0,214.0,29.0,178.0,7.0,0.0
Fall River,89066.0,773.0,5.0,51.0,113.0,604.0,1074.0,412.0,499.0,163.0,21.0
Falmouth,30717.0,110.0,0.0,17.0,5.0,88.0,357.0,112.0,231.0,14.0,3.0
Fitchburg,40621.0,217.0,1.0,26.0,36.0,154.0,538.0,94.0,399.0,45.0,3.0
Foxborough,17631.0,35.0,0.0,5.0,4.0,26.0,158.0,18.0,122.0,18.0,1.0
Framingham,73127.0,297.0,1.0,20.0,29.0,247.0,800.0,158.0,609.0,33.0,2.0
Franklin,33149.0,2.0,0.0,0.0,1.0,1.0,41.0,5.0,31.0,5.0,0.0
Freetown,9388.0,15.0,0.0,5.0,2.0,8.0,51.0,16.0,28.0,7.0,1.0
Gardner,20628.0,70.0,0.0,13.0,8.0,49.0,309.0,60.0,228.0,21.0,2.0
Georgetown,8777.0,2.0,0.0,0.0,0.0,2.0,33.0,5.0,27.0,1.0,0.0
Gill,1490.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
Gloucester,30362.0,58.0,0.0,7.0,1.0,50.0,164.0,21.0,130.0,13.0,0.0
Goshen,1065.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0
Grafton,18880.0,15.0,0.0,4.0,1.0,10.0,46.0,10.0,34.0,2.0,0.0
Granby,6360.0,9.0,0.0,1.0,0.0,8.0,21.0,3.0,15.0,3.0,0.0
Great Barrington,6822.0,11.0,0.0,2.0,1.0,8.0,28.0,5.0,23.0,0.0,2.0
Greenfield,17464.0,84.0,0.0,11.0,10.0,63.0,342.0,84.0,248.0,10.0,0.0
Groton,11388.0,8.0,1.0,5.0,0.0,2.0,23.0,4.0,19.0,0.0,0.0
Groveland,6846.0,2.0,1.0,0.0,0.0,1.0,9.0,1.0,6.0,2.0,0.0
Hadley,5358.0,26.0,0.0,7.0,0.0,19.0,170.0,6.0,157.0,7.0,0.0
Halifax,7874.0,8.0,0.0,1.0,0.0,7.0,51.0,9.0,37.0,5.0,1.0
Hamilton,8075.0,1.0,0.0,0.0,0.0,1.0,26.0,4.0,19.0,3.0,0.0
Hampden,5199.0,1.0,0.0,0.0,0.0,1.0,20.0,6.0,13.0,1.0,0.0
Hanover,14485.0,3.0,0.0,0.0,0.0,3.0,121.0,4.0,116.0,1.0,0.0
Hanson,10876.0,17.0,0.0,1.0,2.0,14.0,47.0,9.0,37.0,1.0,0.0
Hardwick,3039.0,14.0,0.0,2.0,0.0,12.0,15.0,4.0,11.0,0.0,0.0
Harvard,6569.0,5.0,0.0,3.0,0.0,2.0,26.0,6.0,20.0,0.0,0.0
Harwich,12028.0,22.0,0.0,2.0,1.0,19.0,103.0,26.0,72.0,5.0,1.0
Hatfield,3286.0,2.0,0.0,0.0,0.0,2.0,35.0,12.0,23.0,0.0,0.0
Haverhill,63935.0,335.0,1.0,15.0,15.0,304.0,838.0,179.0,570.0,89.0,7.0
Hingham,23960.0,30.0,0.0,6.0,0.0,24.0,183.0,45.0,134.0,4.0,0.0
Holbrook,10990.0,33.0,0.0,4.0,4.0,25.0,129.0,26.0,94.0,9.0,0.0
Holland,2484.0,2.0,0.0,2.0,0.0,0.0,9.0,1.0,5.0,3.0,0.0
Holliston,14996.0,13.0,0.0,0.0,1.0,12.0,41.0,8.0,31.0,2.0,0.0
Holyoke,40178.0,345.0,4.0,36.0,53.0,252.0,1494.0,213.0,1184.0,97.0,4.0
Hopedale,5929.0,12.0,0.0,1.0,1.0,10.0,13.0,2.0,11.0,0.0,0.0
Hopkinton,18585.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,28.0,1.0,0.0
Hull,10402.0,47.0,0.0,4.0,1.0,42.0,81.0,7.0,70.0,4.0,0.0
Ipswich,14095.0,19.0,0.0,8.0,2.0,9.0,46.0,6.0,33.0,7.0,0.0
Kingston,13758.0,21.0,0.0,4.0,3.0,14.0,108.0,8.0,96.0,4.0,1.0
Lakeville,11419.0,16.0,0.0,3.0,1.0,12.0,84.0,20.0,62.0,2.0,0.0
Lancaster,8136.0,5.0,0.0,0.0,0.0,5.0,43.0,7.0,32.0,4.0,0.0
Lawrence,80243.0,541.0,3.0,32.0,87.0,419.0,954.0,113.0,677.0,164.0,1.0
Lee,5686.0,10.0,0.0,3.0,0.0,7.0,65.0,5.0,58.0,2.0,0.0
Leicester,11368.0,23.0,0.0,2.0,1.0,20.0,232.0,9.0,222.0,1.0,1.0
Lenox,4951.0,7.0,0.0,2.0,0.0,5.0,71.0,11.0,59.0,1.0,0.0
Leominster,41631.0,239.0,0.0,31.0,20.0,188.0,599.0,64.0,495.0,40.0,2.0
Lexington,33824.0,17.0,1.0,2.0,0.0,14.0,77.0,5.0,72.0,0.0,0.0
Lincoln,6798.0,4.0,0.0,1.0,0.0,3.0,16.0,2.0,14.0,0.0,0.0
Littleton,10334.0,11.0,0.0,5.0,0.0,6.0,48.0,5.0,43.0,0.0,0.0
Longmeadow,15737.0,10.0,0.0,3.0,0.0,7.0,120.0,28.0,82.0,10.0,1.0
Lowell,111423.0,405.0,4.0,20.0,100.0,281.0,1652.0,292.0,1190.0,170.0,10.0
Ludlow,21395.0,63.0,0.0,5.0,4.0,54.0,199.0,37.0,142.0,20.0,1.0
Lunenburg,11781.0,23.0,0.0,4.0,4.0,15.0,128.0,13.0,115.0,0.0,0.0
Lynn,94449.0,465.0,8.0,33.0,103.0,321.0,1347.0,302.0,908.0,137.0,1.0
Lynnfield,13130.0,2.0,0.0,0.0,0.0,2.0,77.0,8.0,68.0,1.0,0.0
Malden,60746.0,162.0,1.0,9.0,26.0,126.0,719.0,103.0,521.0,95.0,0.0
Manchester-by-the-Sea,5423.0,2.0,0.0,0.0,0.0,2.0,24.0,4.0,19.0,1.0,0.0
Mansfield,23987.0,65.0,0.0,11.0,5.0,49.0,167.0,15.0,144.0,8.0,0.0
Marblehead,20574.0,22.0,0.0,7.0,0.0,15.0,114.0,10.0,99.0,5.0,0.0
Marion,5132.0,4.0,0.0,1.0,0.0,3.0,32.0,4.0,28.0,0.0,0.0
Marlborough,39673.0,149.0,0.0,17.0,15.0,117.0,530.0,70.0,435.0,25.0,1.0
Marshfield,25794.0,32.0,0.0,2.0,3.0,27.0,71.0,9.0,56.0,6.0,0.0
Mashpee,14094.0,39.0,0.0,6.0,0.0,33.0,133.0,17.0,104.0,12.0,0.0
Mattapoisett,6372.0,12.0,0.0,1.0,0.0,11.0,40.0,5.0,33.0,2.0,0.0
Maynard,10654.0,24.0,0.0,3.0,2.0,19.0,39.0,7.0,29.0,3.0,0.0
Medford,57484.0,116.0,0.0,7.0,17.0,92.0,526.0,51.0,442.0,33.0,1.0
Medway,13405.0,6.0,0.0,0.0,0.0,6.0,27.0,6.0,21.0,0.0,0.0
Melrose,28120.0,32.0,0.0,0.0,3.0,29.0,172.0,25.0,131.0,16.0,0.0
Mendon,6176.0,3.0,0.0,0.0,0.0,3.0,16.0,2.0,9.0,5.0,0.0
Merrimac,7001.0,2.0,0.0,0.0,0.0,2.0,15.0,5.0,9.0,1.0,0.0
Methuen,50727.0,95.0,1.0,1.0,11.0,82.0,552.0,58.0,446.0,48.0,0.0
Middleboro,25183.0,128.0,0.0,17.0,9.0,102.0,188.0,14.0,151.0,23.0,5.0
Middleton,10113.0,5.0,0.0,0.0,0.0,5.0,41.0,3.0,35.0,3.0,0.0
Milford,29015.0,48.0,0.0,11.0,4.0,33.0,171.0,38.0,120.0,13.0,2.0
Millbury,13837.0,24.0,0.0,2.0,1.0,21.0,139.0,13.0,115.0,11.0,1.0
Millville,3249.0,5.0,0.0,3.0,0.0,2.0,14.0,1.0,13.0,0.0,0.0
Milton,27471.0,11.0,0.0,2.0,5.0,4.0,61.0,13.0,40.0,8.0,0.0
Monson,8851.0,27.0,0.0,4.0,0.0,23.0,43.0,12.0,24.0,7.0,0.0
Montague,8298.0,49.0,0.0,4.0,4.0,41.0,84.0,18.0,64.0,2.0,0.0
Nahant,3511.0,12.0,0.0,1.0,0.0,11.0,12.0,2.0,9.0,1.0,0.0
Nantucket,11393.0,27.0,0.0,2.0,0.0,25.0,154.0,17.0,133.0,4.0,1.0
Natick,36358.0,37.0,0.0,7.0,4.0,26.0,383.0,22.0,350.0,11.0,2.0
Needham,31275.0,10.0,0.0,2.0,0.0,8.0,135.0,22.0,112.0,1.0,1.0
New Bedford,94613.0,628.0,3.0,66.0,176.0,383.0,2127.0,465.0,1513.0,149.0,5.0
New Braintree,1024.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0
Newburyport,18158.0,23.0,0.0,5.0,0.0,18.0,126.0,13.0,111.0,2.0,0.0
Newton,88658.0,49.0,0.0,4.0,10.0,35.0,510.0,75.0,424.0,11.0,1.0
Norfolk,11992.0,1.0,0.0,0.0,0.0,1.0,23.0,3.0,20.0,0.0,0.0
North Adams,12800.0,72.0,0.0,13.0,9.0,50.0,400.0,88.0,301.0,11.0,0.0
Northampton,28735.0,119.0,1.0,25.0,9.0,84.0,448.0,53.0,375.0,20.0,8.0
North Andover,31428.0,17.0,0.0,4.0,3.0,10.0,163.0,14.0,139.0,10.0,0.0
North Attleboro,29202.0,24.0,3.0,6.0,0.0,15.0,420.0,21.0,394.0,5.0,2.0
Northborough,15075.0,3.0,0.0,0.0,0.0,3.0,88.0,12.0,76.0,0.0,1.0
Northbridge,16732.0,31.0,0.0,2.0,0.0,29.0,140.0,21.0,113.0,6.0,1.0
Northfield,2988.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
North Reading,15687.0,16.0,0.0,3.0,1.0,12.0,60.0,10.0,44.0,6.0,0.0
Norton,19894.0,23.0,0.0,3.0,0.0,20.0,13.0,7.0,5.0,1.0,1.0
Norwell,11105.0,11.0,0.0,0.0,0.0,11.0,51.0,8.0,38.0,5.0,0.0
Norwood,29185.0,47.0,0.0,9.0,8.0,30.0,215.0,33.0,173.0,9.0,2.0
Oak Bluffs,4681.0,26.0,0.0,1.0,1.0,24.0,64.0,11.0,49.0,4.0,0.0
Oakham,1955.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0
Orange,7643.0,22.0,0.0,3.0,2.0,17.0,93.0,17.0,72.0,4.0,1.0
Orleans,5742.0,5.0,0.0,1.0,0.0,4.0,50.0,6.0,44.0,0.0,0.0
Oxford,13973.0,29.0,0.0,11.0,0.0,18.0,162.0,12.0,144.0,6.0,0.0
Palmer,12258.0,50.0,0.0,2.0,3.0,45.0,115.0,34.0,71.0,10.0,3.0
Paxton,4944.0,8.0,0.0,2.0,0.0,6.0,12.0,1.0,9.0,2.0,0.0
Peabody,53104.0,123.0,0.0,21.0,8.0,94.0,435.0,55.0,350.0,30.0,2.0
Pelham,1322.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
Pembroke,18378.0,13.0,0.0,2.0,3.0,8.0,80.0,12.0,60.0,8.0,1.0
Pepperell,12146.0,15.0,0.0,5.0,1.0,9.0,58.0,5.0,50.0,3.0,0.0
Pittsfield,42268.0,300.0,2.0,36.0,31.0,231.0,796.0,263.0,490.0,43.0,6.0
Plainville,9281.0,6.0,1.0,0.0,0.0,5.0,48.0,7.0,40.0,1.0,0.0
Plymouth,60870.0,199.0,0.0,38.0,11.0,150.0,594.0,73.0,490.0,31.0,5.0
Plympton,2980.0,4.0,0.0,0.0,1.0,3.0,15.0,5.0,9.0,1.0,0.0
Princeton,3459.0,1.0,0.0,0.0,0.0,1.0,13.0,3.0,10.0,0.0,0.0
Provincetown,2939.0,16.0,0.0,2.0,1.0,13.0,51.0,8.0,41.0,2.0,0.0
Quincy,94113.0,375.0,1.0,31.0,61.0,282.0,1146.0,216.0,875.0,55.0,2.0
Randolph,34385.0,82.0,1.0,6.0,10.0,65.0,409.0,69.0,307.0,33.0,1.0
Raynham,14322.0,28.0,0.0,4.0,4.0,20.0,210.0,12.0,183.0,15.0,0.0
Reading,25305.0,3.0,0.0,0.0,0.0,3.0,116.0,15.0,94.0,7.0,0.0
Rehoboth,12252.0,8.0,0.0,0.0,1.0,7.0,46.0,16.0,26.0,4.0,0.0
Revere,53654.0,173.0,2.0,11.0,38.0,122.0,653.0,68.0,524.0,61.0,1.0
Rockland,17879.0,53.0,0.0,8.0,4.0,41.0,59.0,16.0,39.0,4.0,3.0
Rockport,7280.0,7.0,0.0,2.0,1.0,4.0,16.0,4.0,11.0,1.0,0.0
Rowley,6372.0,6.0,0.0,1.0,0.0,5.0,26.0,4.0,21.0,1.0,0.0
Rutland,8888.0,35.0,0.0,10.0,1.0,24.0,22.0,5.0,15.0,2.0,0.0
Salem,43443.0,108.0,0.0,14.0,21.0,73.0,727.0,87.0,594.0,46.0,6.0
Salisbury,9575.0,17.0,0.0,5.0,0.0,12.0,74.0,25.0,44.0,5.0,1.0
Sandwich,20016.0,40.0,0.0,5.0,1.0,34.0,97.0,16.0,79.0,2.0,2.0
Saugus,28378.0,72.0,0.0,9.0,10.0,53.0,360.0,28.0,305.0,27.0,1.0
Scituate,18774.0,14.0,0.0,2.0,0.0,12.0,62.0,7.0,50.0,5.0,1.0
Seekonk,15841.0,27.0,0.0,1.0,3.0,23.0,244.0,27.0,206.0,11.0,1.0
Sharon,18973.0,9.0,0.0,4.0,0.0,5.0,47.0,10.0,33.0,4.0,1.0
Shirley,7633.0,19.0,0.0,1.0,0.0,18.0,42.0,10.0,28.0,4.0,0.0
Shrewsbury,37983.0,4.0,0.0,1.0,2.0,1.0,126.0,15.0,92.0,19.0,0.0
Somerset,18036.0,43.0,0.0,3.0,4.0,36.0,130.0,8.0,114.0,8.0,0.0
Somerville,81668.0,166.0,0.0,16.0,38.0,112.0,1025.0,140.0,796.0,89.0,4.0
Southampton,6247.0,9.0,0.0,1.0,0.0,8.0,37.0,12.0,23.0,2.0,0.0
Southborough,10140.0,3.0,0.0,0.0,0.0,3.0,29.0,14.0,12.0,3.0,0.0
Southbridge,16826.0,79.0,0.0,21.0,3.0,55.0,238.0,50.0,172.0,16.0,0.0
South Hadley,17816.0,27.0,0.0,4.0,0.0,23.0,156.0,28.0,120.0,8.0,3.0
Southwick,9772.0,10.0,0.0,3.0,0.0,7.0,65.0,21.0,39.0,5.0,0.0
Spencer,11911.0,11.0,0.0,4.0,0.0,7.0,65.0,16.0,40.0,9.0,0.0
Springfield,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0
Sterling,8175.0,4.0,0.0,3.0,0.0,1.0,16.0,2.0,13.0,1.0,0.0
Stockbridge,1898.0,1.0,0.0,0.0,0.0,1.0,24.0,4.0,19.0,1.0,0.0
Stoneham,22732.0,33.0,0.0,9.0,5.0,19.0,175.0,44.0,115.0,16.0,0.0
Stoughton,28961.0,58.0,1.0,9.0,7.0,41.0,286.0,33.0,231.0,22.0,1.0
Stow,7234.0,4.0,0.0,0.0,0.0,4.0,12.0,4.0,8.0,0.0,1.0
Sturbridge,9611.0,17.0,0.0,3.0,0.0,14.0,113.0,12.0,94.0,7.0,3.0
Sudbury,19727.0,15.0,0.0,6.0,1.0,8.0,67.0,6.0,58.0,3.0,0.0
Sunderland,3656.0,4.0,0.0,2.0,0.0,2.0,21.0,5.0,13.0,3.0,0.0
Sutton,9551.0,12.0,0.0,2.0,0.0,10.0,53.0,18.0,33.0,2.0,0.0
Swampscott,15296.0,8.0,0.0,1.0,1.0,6.0,113.0,12.0,100.0,1.0,0.0
Swansea,16681.0,34.0,0.0,5.0,1.0,28.0,118.0,17.0,97.0,4.0,0.0
Taunton,57028.0,217.0,2.0,15.0,17.0,183.0,345.0,86.0,238.0,21.0,3.0
Templeton,8109.0,13.0,0.0,2.0,0.0,11.0,22.0,6.0,12.0,4.0,0.0
Tewksbury,31424.0,81.0,0.0,23.0,7.0,51.0,345.0,19.0,308.0,18.0,1.0
Tisbury,4116.0,30.0,0.0,3.0,0.0,27.0,31.0,6.0,23.0,2.0,1.0
Topsfield,6644.0,5.0,0.0,1.0,0.0,4.0,10.0,2.0,7.0,1.0,0.0
Townsend,9546.0,10.0,0.0,2.0,0.0,8.0,32.0,4.0,21.0,7.0,0.0
Truro,1984.0,5.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0
Tyngsboro,12456.0,19.0,0.0,4.0,3.0,12.0,47.0,5.0,31.0,11.0,0.0
Uxbridge,14066.0,20.0,0.0,3.0,2.0,15.0,74.0,18.0,48.0,8.0,1.0
Wakefield,27178.0,37.0,0.0,3.0,3.0,31.0,164.0,25.0,127.0,12.0,0.0
Wales,1894.0,2.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0
Walpole,25150.0,49.0,0.0,11.0,1.0,37.0,257.0,25.0,220.0,12.0,0.0
Waltham,62737.0,102.0,0.0,13.0,7.0,82.0,512.0,70.0,420.0,22.0,5.0
Ware,9804.0,49.0,0.0,1.0,6.0,42.0,83.0,9.0,64.0,10.0,0.0
Wareham,22592.0,161.0,1.0,23.0,9.0,128.0,322.0,51.0,251.0,20.0,0.0
