CITY_NAME,Population,Violent crime,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
South Glens Falls Village,3677.0,4.0,0.0,0.0,1.0,3.0,35.0,3.0,31.0,1.0,0.0
Southold Town,19915.0,15.0,0.0,4.0,0.0,11.0,209.0,30.0,172.0,7.0,2.0
Spring Valley Village,32367.0,115.0,1.0,15.0,38.0,61.0,425.0,40.0,380.0,5.0,2.0
Stillwater Town,7300.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,14.0,1.0,0.0
St. Johnsville Village,1679.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,20.0,1.0,0.0
Stony Point Town,15413.0,10.0,0.0,4.0,1.0,5.0,51.0,9.0,41.0,1.0,1.0
Syracuse,142438.0,1129.0,19.0,105.0,246.0,759.0,4464.0,850.0,3051.0,563.0,39.0
Tarrytown Village,11416.0,6.0,0.0,2.0,2.0,2.0,58.0,14.0,38.0,6.0,0.0
Theresa Village,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ticonderoga Town,4790.0,10.0,0.0,0.0,1.0,9.0,30.0,3.0,23.0,4.0,1.0
Tonawanda,14754.0,38.0,0.0,11.0,4.0,23.0,188.0,20.0,158.0,10.0,0.0
Tonawanda Town,56717.0,83.0,4.0,5.0,34.0,40.0,725.0,132.0,552.0,41.0,4.0
Troy,49286.0,296.0,3.0,25.0,73.0,195.0,1365.0,225.0,1035.0,105.0,11.0
Trumansburg Village,1757.0,1.0,0.0,1.0,0.0,0.0,31.0,2.0,29.0,0.0,0.0
Tuckahoe Village,6584.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,21.0,4.0,0.0
Tuxedo Town,2901.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ulster Town,12625.0,16.0,1.0,4.0,2.0,9.0,208.0,15.0,190.0,3.0,0.0
Utica,59842.0,374.0,6.0,31.0,143.0,194.0,1986.0,261.0,1635.0,90.0,16.0
Vernon Village,1156.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0
Walden Village,6670.0,2.0,0.0,0.0,0.0,2.0,36.0,2.0,32.0,2.0,0.0
Wallkill Town,29236.0,37.0,0.0,2.0,8.0,27.0,557.0,27.0,514.0,16.0,0.0
Warsaw Village,3251.0,5.0,0.0,2.0,0.0,3.0,43.0,4.0,36.0,3.0,0.0
Washingtonville Village,5740.0,1.0,0.0,0.0,0.0,1.0,20.0,2.0,17.0,1.0,0.0
Waterford Town and Village,8574.0,2.0,0.0,0.0,0.0,2.0,27.0,10.0,13.0,4.0,0.0
Waterloo Village,4885.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,38.0,2.0,0.0
Watertown,25102.0,154.0,0.0,57.0,14.0,83.0,887.0,108.0,743.0,36.0,6.0
Watervliet,9954.0,44.0,0.0,5.0,7.0,32.0,198.0,25.0,162.0,11.0,2.0
Watkins Glen Village,1905.0,1.0,0.0,0.0,0.0,1.0,24.0,3.0,21.0,0.0,0.0
Waverly Village,4119.0,3.0,0.0,1.0,0.0,2.0,10.0,2.0,8.0,0.0,0.0
Webb Town,1790.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0
Weedsport Village,1711.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,12.0,0.0,0.0
Wellsville Village,4366.0,9.0,0.0,6.0,0.0,3.0,32.0,2.0,30.0,0.0,0.0
West Carthage Village,1957.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
Westfield Village,2981.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0
Westhampton Beach Village,1811.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,21.0,1.0,1.0
West Seneca Town,45399.0,67.0,1.0,16.0,13.0,37.0,601.0,83.0,491.0,27.0,1.0
Whitestown Town,9096.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,14.0,9.0,0.0
Windham Town,1675.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,0.0,0.0
Woodbury Town,11006.0,3.0,0.0,0.0,1.0,2.0,460.0,5.0,450.0,5.0,0.0
Woodridge Village,776.0,4.0,0.0,0.0,1.0,3.0,17.0,8.0,9.0,0.0,0.0
Woodstock Town,5781.0,3.0,0.0,0.0,1.0,2.0,32.0,7.0,24.0,1.0,1.0
Yonkers,200075.0,708.0,6.0,42.0,224.0,436.0,1826.0,208.0,1466.0,152.0,15.0
Yorktown Town,36426.0,8.0,0.0,1.0,3.0,4.0,214.0,20.0,186.0,8.0,0.0
Youngstown Village,1879.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Barre,8551.0,64.0,0.0,18.0,3.0,43.0,203.0,20.0,183.0,0.0,3.0
Barre Town,7679.0,6.0,0.0,1.0,0.0,5.0,67.0,3.0,62.0,2.0,1.0
Bellows Falls,2988.0,7.0,0.0,0.0,2.0,5.0,54.0,11.0,42.0,1.0,0.0
Bennington,14912.0,63.0,0.0,3.0,9.0,51.0,514.0,67.0,431.0,16.0,0.0
Berlin,2789.0,9.0,0.0,2.0,0.0,7.0,122.0,4.0,117.0,1.0,0.0
Bradford,2701.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,14.0,1.0,0.0
Brandon,3744.0,6.0,0.0,2.0,0.0,4.0,63.0,10.0,50.0,3.0,0.0
Brattleboro,11401.0,48.0,0.0,3.0,6.0,39.0,616.0,53.0,554.0,9.0,2.0
Brighton,1184.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0
Bristol,3883.0,1.0,0.0,1.0,0.0,0.0,17.0,3.0,13.0,1.0,0.0
Burlington,42958.0,174.0,2.0,41.0,13.0,118.0,1110.0,109.0,976.0,25.0,2.0
Castleton,4507.0,3.0,0.0,0.0,0.0,3.0,32.0,8.0,23.0,1.0,0.0
Chester,3018.0,6.0,0.0,0.0,0.0,6.0,16.0,7.0,4.0,5.0,0.0
Colchester,17548.0,26.0,0.0,10.0,4.0,12.0,234.0,21.0,212.0,1.0,1.0
Dover,1057.0,3.0,0.0,0.0,0.0,3.0,73.0,2.0,70.0,1.0,0.0
Essex,22213.0,19.0,0.0,2.0,1.0,16.0,286.0,42.0,238.0,6.0,0.0
Fair Haven,2554.0,4.0,0.0,1.0,0.0,3.0,35.0,1.0,32.0,2.0,0.0
Hardwick,2852.0,5.0,0.0,2.0,0.0,3.0,28.0,3.0,25.0,0.0,0.0
Hartford,9654.0,38.0,0.0,12.0,4.0,22.0,168.0,30.0,132.0,6.0,0.0
Hinesburg,4601.0,5.0,1.0,3.0,0.0,1.0,23.0,11.0,9.0,3.0,0.0
Killington,757.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ludlow,1876.0,7.0,0.0,0.0,1.0,6.0,13.0,2.0,11.0,0.0,0.0
Lyndonville,1160.0,3.0,0.0,0.0,0.0,3.0,30.0,1.0,29.0,0.0,0.0
Manchester,4242.0,6.0,0.0,2.0,1.0,3.0,54.0,7.0,47.0,0.0,0.0
Middlebury,8776.0,16.0,0.0,5.0,0.0,11.0,118.0,15.0,101.0,2.0,0.0
Milton,11064.0,11.0,0.0,5.0,1.0,5.0,117.0,14.0,101.0,2.0,0.0
Montpelier,7386.0,11.0,0.0,6.0,0.0,5.0,171.0,7.0,164.0,0.0,0.0
Morristown,5465.0,14.0,0.0,7.0,0.0,7.0,121.0,10.0,111.0,0.0,1.0
Newport,4216.0,34.0,0.0,8.0,0.0,26.0,87.0,15.0,69.0,3.0,0.0
Northfield,5990.0,13.0,0.0,1.0,0.0,12.0,37.0,3.0,31.0,3.0,0.0
Norwich,3307.0,1.0,0.0,0.0,0.0,1.0,13.0,3.0,9.0,1.0,0.0
Pittsford,2786.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
Richmond,4178.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,0.0
Royalton,2864.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0
Rutland,15191.0,67.0,0.0,13.0,5.0,49.0,415.0,64.0,330.0,21.0,6.0
Rutland Town,4096.0,7.0,0.0,4.0,0.0,3.0,53.0,12.0,38.0,3.0,0.0
Shelburne,7857.0,1.0,0.0,0.0,0.0,1.0,110.0,8.0,99.0,3.0,0.0
South Burlington,19687.0,22.0,0.0,6.0,4.0,12.0,687.0,32.0,647.0,8.0,2.0
Springfield,8900.0,25.0,0.0,8.0,0.0,17.0,159.0,25.0,133.0,1.0,1.0
St. Albans,6800.0,51.0,0.0,6.0,2.0,43.0,332.0,19.0,310.0,3.0,3.0
St. Johnsbury,7158.0,17.0,0.0,5.0,1.0,11.0,142.0,21.0,118.0,3.0,2.0
Stowe,4452.0,1.0,0.0,0.0,0.0,1.0,48.0,5.0,42.0,1.0,4.0
Swanton,6595.0,10.0,0.0,0.0,2.0,8.0,60.0,7.0,48.0,5.0,0.0
Thetford,2545.0,2.0,0.0,1.0,0.0,1.0,12.0,4.0,8.0,0.0,0.0
Vergennes,2596.0,5.0,0.0,1.0,0.0,4.0,27.0,3.0,24.0,0.0,0.0
Weathersfield,2753.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,1.0,0.0
Williston,10026.0,8.0,0.0,0.0,2.0,6.0,205.0,8.0,193.0,4.0,0.0
Wilmington,1801.0,6.0,0.0,1.0,0.0,5.0,15.0,3.0,7.0,5.0,0.0
Windsor,3324.0,3.0,0.0,0.0,0.0,3.0,26.0,5.0,18.0,3.0,2.0
Winhall,731.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,0.0
Winooski,7346.0,23.0,1.0,7.0,0.0,15.0,128.0,31.0,93.0,4.0,2.0
Woodstock,2925.0,2.0,0.0,1.0,0.0,1.0,23.0,7.0,15.0,1.0,0.0
Alexandria,1620.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,11.0,1.0,0.0
Allenstown,4435.0,10.0,0.0,4.0,0.0,6.0,26.0,3.0,22.0,1.0,1.0
Alstead,1931.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Alton,5339.0,10.0,2.0,5.0,0.0,3.0,34.0,8.0,24.0,2.0,0.0
Amherst,11344.0,3.0,0.0,2.0,1.0,0.0,108.0,12.0,95.0,1.0,1.0
Antrim,2702.0,3.0,1.0,1.0,0.0,1.0,21.0,4.0,16.0,1.0,0.0
Ashland,2053.0,1.0,0.0,0.0,0.0,1.0,40.0,5.0,35.0,0.0,0.0
Atkinson,7037.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,15.0,1.0,0.0
Auburn,5608.0,2.0,0.0,0.0,0.0,2.0,37.0,7.0,27.0,3.0,0.0
Barnstead,4668.0,3.0,0.0,3.0,0.0,0.0,20.0,5.0,13.0,2.0,0.0
Barrington,9263.0,6.0,0.0,5.0,0.0,1.0,36.0,11.0,20.0,5.0,0.0
Bartlett,2809.0,2.0,0.0,1.0,1.0,0.0,23.0,6.0,16.0,1.0,0.0
Bath,1093.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Bedford,22887.0,12.0,0.0,5.0,3.0,4.0,174.0,11.0,161.0,2.0,1.0
Belmont,7293.0,19.0,0.0,3.0,0.0,16.0,128.0,17.0,104.0,7.0,0.0
Bennington,1512.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0
Berlin,10230.0,22.0,0.0,8.0,4.0,10.0,110.0,13.0,94.0,3.0,4.0
Bethlehem,2569.0,5.0,0.0,4.0,0.0,1.0,20.0,5.0,13.0,2.0,0.0
Boscawen,4095.0,8.0,0.0,0.0,0.0,8.0,32.0,3.0,25.0,4.0,1.0
Bow,8004.0,5.0,0.0,0.0,1.0,4.0,30.0,3.0,20.0,7.0,1.0
Bradford,1710.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,3.0,1.0
Bristol,3057.0,6.0,1.0,3.0,1.0,1.0,49.0,7.0,39.0,3.0,0.0
Brookline,5461.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,17.0,2.0,0.0
Campton,3305.0,5.0,0.0,4.0,0.0,1.0,36.0,2.0,32.0,2.0,0.0
Candia,3945.0,1.0,0.0,0.0,0.0,1.0,32.0,2.0,30.0,0.0,0.0
Canterbury,2468.0,2.0,0.0,0.0,0.0,2.0,26.0,3.0,21.0,2.0,2.0
Carroll,740.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,12.0,3.0,0.0
Center Harbor,1099.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0
Charlestown,4998.0,8.0,0.0,0.0,0.0,8.0,18.0,5.0,13.0,0.0,1.0
Chester,5295.0,9.0,0.0,3.0,0.0,6.0,28.0,4.0,23.0,1.0,2.0
Chichester,2709.0,2.0,0.0,1.0,0.0,1.0,27.0,4.0,23.0,0.0,0.0
Colebrook,2114.0,1.0,0.0,0.0,0.0,1.0,28.0,14.0,13.0,1.0,0.0
Concord,43509.0,65.0,4.0,10.0,25.0,26.0,805.0,49.0,710.0,46.0,2.0
Conway,10287.0,22.0,0.0,15.0,1.0,6.0,222.0,21.0,194.0,7.0,0.0
Cornish,1623.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,1.0
Dalton,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danville,4584.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,5.0,3.0,0.0
Deerfield,4562.0,1.0,0.0,1.0,0.0,0.0,17.0,6.0,11.0,0.0,0.0
Deering,1967.0,2.0,0.0,0.0,0.0,2.0,20.0,2.0,15.0,3.0,0.0
Derry,33672.0,33.0,1.0,18.0,3.0,11.0,279.0,22.0,247.0,10.0,5.0
Dover,31950.0,25.0,0.0,8.0,6.0,11.0,347.0,38.0,295.0,14.0,1.0
Dublin,1538.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0
Dunbarton,2870.0,3.0,0.0,2.0,0.0,1.0,21.0,1.0,19.0,1.0,0.0
Durham,16810.0,6.0,0.0,2.0,2.0,2.0,42.0,10.0,31.0,1.0,1.0
East Kingston,2430.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,1.0,0.0
Effingham,1480.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Enfield,4563.0,5.0,0.0,2.0,0.0,3.0,27.0,3.0,24.0,0.0,0.0
Epping,7117.0,3.0,0.0,2.0,0.0,1.0,74.0,2.0,68.0,4.0,0.0
Epsom,4777.0,3.0,0.0,2.0,0.0,1.0,26.0,3.0,23.0,0.0,0.0
Exeter,15425.0,28.0,0.0,9.0,0.0,19.0,99.0,11.0,85.0,3.0,0.0
Farmington,6932.0,8.0,0.0,5.0,0.0,3.0,103.0,26.0,65.0,12.0,2.0
Fitzwilliam,2373.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,7.0,2.0,0.0
Franconia,1111.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,13.0,1.0,1.0
Freedom,1562.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Fremont,4803.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,32.0,2.0,1.0
Gilford,7197.0,5.0,0.0,2.0,0.0,3.0,111.0,16.0,90.0,5.0,0.0
Gilmanton,3754.0,7.0,0.0,4.0,0.0,3.0,23.0,5.0,18.0,0.0,0.0
Goffstown,18163.0,18.0,1.0,9.0,4.0,4.0,114.0,13.0,98.0,3.0,0.0
Gorham,2579.0,3.0,0.0,1.0,0.0,2.0,20.0,2.0,18.0,0.0,0.0
Grantham,2946.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,10.0,0.0,0.0
Greenland,4195.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,12.0,2.0,0.0
Hampstead,8662.0,7.0,0.0,3.0,0.0,4.0,48.0,1.0,45.0,2.0,0.0
Hampton,15616.0,31.0,1.0,3.0,4.0,23.0,138.0,13.0,114.0,11.0,2.0
Hampton Falls,2385.0,2.0,0.0,2.0,0.0,0.0,18.0,2.0,16.0,0.0,0.0
Hancock,1658.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
Hanover,11531.0,7.0,0.0,4.0,0.0,3.0,95.0,12.0,81.0,2.0,2.0
Haverhill,4568.0,16.0,0.0,5.0,1.0,10.0,71.0,9.0,57.0,5.0,1.0
Henniker,5009.0,12.0,0.0,5.0,0.0,7.0,45.0,5.0,35.0,5.0,0.0
Hillsborough,5990.0,12.0,1.0,5.0,0.0,6.0,56.0,13.0,39.0,4.0,1.0
Hinsdale,3888.0,5.0,2.0,1.0,0.0,2.0,94.0,11.0,80.0,3.0,0.0
Holderness,2109.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,11.0,1.0,0.0
Hollis,7976.0,5.0,1.0,3.0,0.0,1.0,29.0,7.0,19.0,3.0,1.0
Hooksett,14554.0,12.0,2.0,3.0,4.0,3.0,162.0,13.0,139.0,10.0,1.0
Hopkinton,5759.0,1.0,0.0,1.0,0.0,0.0,20.0,2.0,16.0,2.0,0.0
Hudson,25695.0,19.0,0.0,3.0,2.0,14.0,210.0,27.0,174.0,9.0,1.0
Jackson,856.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0
Keene,22999.0,42.0,0.0,17.0,12.0,13.0,488.0,31.0,434.0,23.0,0.0
Kensington,2118.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
Kingston,6362.0,5.0,0.0,2.0,0.0,3.0,11.0,2.0,7.0,2.0,0.0
Laconia,16534.0,37.0,1.0,17.0,4.0,15.0,535.0,32.0,461.0,42.0,1.0
Lancaster,3219.0,5.0,0.0,0.0,0.0,5.0,29.0,7.0,22.0,0.0,2.0
Lebanon,13661.0,16.0,0.0,8.0,2.0,6.0,299.0,21.0,265.0,13.0,1.0
Lee,4494.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0,14.0,2.0,1.0
Lincoln,1775.0,1.0,0.0,0.0,0.0,1.0,27.0,6.0,21.0,0.0,1.0
Lisbon,1583.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,6.0,2.0,0.0
Litchfield,8660.0,3.0,0.0,1.0,0.0,2.0,31.0,3.0,23.0,5.0,1.0
Littleton,5889.0,16.0,1.0,7.0,4.0,4.0,106.0,16.0,85.0,5.0,2.0
Londonderry,26567.0,20.0,1.0,6.0,2.0,11.0,173.0,16.0,139.0,18.0,0.0
Loudon,5660.0,4.0,1.0,1.0,1.0,1.0,43.0,4.0,31.0,8.0,0.0
Lyndeborough,1740.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0
Madbury,1868.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Madison,2613.0,3.0,1.0,0.0,0.0,2.0,28.0,3.0,25.0,0.0,0.0
Manchester,112895.0,678.0,6.0,62.0,133.0,477.0,2678.0,299.0,2225.0,154.0,14.0
Marlborough,2068.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0
Mason,1441.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0
Meredith,6424.0,16.0,0.0,8.0,0.0,8.0,107.0,23.0,76.0,8.0,0.0
Merrimack,26028.0,4.0,0.0,0.0,2.0,2.0,207.0,21.0,177.0,9.0,0.0
Middleton,1827.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,12.0,2.0,0.0
Milford,16121.0,11.0,0.0,6.0,1.0,4.0,78.0,5.0,71.0,2.0,0.0
Milton,4652.0,7.0,0.0,2.0,0.0,5.0,42.0,7.0,27.0,8.0,1.0
Mont Vernon,2603.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0
Moultonborough,4174.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,22.0,0.0,0.0
Nashua,89586.0,129.0,1.0,69.0,20.0,39.0,1151.0,81.0,1016.0,54.0,10.0
New Boston,5856.0,2.0,0.0,1.0,0.0,1.0,15.0,1.0,13.0,1.0,0.0
Newbury,2245.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,11.0,1.0,0.0
New Castle,982.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
New Durham,2704.0,3.0,0.0,0.0,0.0,3.0,24.0,3.0,19.0,2.0,2.0
Newfields,1735.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,0.0,0.0
New Hampton,2216.0,4.0,0.0,2.0,0.0,2.0,12.0,2.0,7.0,3.0,0.0
Newington,810.0,5.0,0.0,0.0,1.0,4.0,113.0,2.0,110.0,1.0,0.0
New Ipswich,5408.0,3.0,0.0,2.0,0.0,1.0,20.0,4.0,14.0,2.0,0.0
Newmarket,9161.0,8.0,0.0,2.0,0.0,6.0,43.0,5.0,37.0,1.0,1.0
Newport,6348.0,6.0,1.0,0.0,2.0,3.0,94.0,8.0,72.0,14.0,1.0
Northfield,4940.0,7.0,0.0,2.0,1.0,4.0,67.0,15.0,46.0,6.0,0.0
North Hampton,4512.0,3.0,0.0,2.0,0.0,1.0,35.0,6.0,26.0,3.0,2.0
Northumberland,2111.0,4.0,0.0,1.0,0.0,3.0,24.0,2.0,21.0,1.0,0.0
Northwood,4302.0,2.0,0.0,0.0,0.0,2.0,31.0,3.0,26.0,2.0,0.0
Nottingham,5149.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,0.0
Orford,1302.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0
Ossipee,4401.0,5.0,0.0,3.0,1.0,1.0,35.0,4.0,27.0,4.0,2.0
Pelham,14198.0,10.0,0.0,4.0,1.0,5.0,94.0,8.0,83.0,3.0,2.0
Pembroke,7240.0,12.0,0.0,9.0,0.0,3.0,59.0,10.0,45.0,4.0,0.0
Peterborough,6669.0,11.0,0.0,4.0,1.0,6.0,48.0,4.0,42.0,2.0,0.0
Pittsburg,807.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0
Pittsfield,4142.0,15.0,0.0,5.0,1.0,9.0,21.0,3.0,16.0,2.0,0.0
Plainfield,2381.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,0.0,0.0
Plaistow,7734.0,4.0,0.0,0.0,0.0,4.0,97.0,5.0,87.0,5.0,1.0
Plymouth,6755.0,10.0,0.0,5.0,0.0,5.0,76.0,7.0,65.0,4.0,1.0
Portsmouth,21951.0,28.0,0.0,10.0,2.0,16.0,359.0,28.0,309.0,22.0,1.0
Raymond,10475.0,14.0,0.0,8.0,0.0,6.0,114.0,5.0,101.0,8.0,0.0
Rindge,6308.0,12.0,0.0,5.0,0.0,7.0,60.0,8.0,48.0,4.0,14.0
Rochester,31527.0,94.0,0.0,21.0,11.0,62.0,976.0,111.0,828.0,37.0,3.0
Rollinsford,2591.0,3.0,0.0,1.0,1.0,1.0,17.0,5.0,11.0,1.0,1.0
Rye,5464.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,35.0,5.0,0.0
Salem,29612.0,25.0,0.0,5.0,13.0,7.0,448.0,25.0,403.0,20.0,2.0
Sanbornton,2975.0,4.0,0.0,0.0,0.0,4.0,24.0,2.0,20.0,2.0,1.0
Sandown,6501.0,2.0,1.0,0.0,0.0,1.0,20.0,7.0,11.0,2.0,0.0
Sandwich,1358.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,11.0,0.0,0.0
Seabrook,8880.0,4.0,0.0,1.0,1.0,2.0,137.0,16.0,116.0,5.0,0.0
Somersworth,11979.0,15.0,0.0,8.0,5.0,2.0,353.0,25.0,317.0,11.0,2.0
South Hampton,829.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
Springfield,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strafford,4205.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,0.0
Stratham,7479.0,2.0,0.0,0.0,0.0,2.0,44.0,1.0,41.0,2.0,0.0
Sugar Hill,579.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Sunapee,3489.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,16.0,2.0,1.0
Tamworth,3077.0,2.0,0.0,0.0,1.0,1.0,14.0,0.0,12.0,2.0,0.0
Thornton,2513.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,6.0,0.0,0.0
Tilton,3557.0,12.0,0.0,3.0,2.0,7.0,200.0,8.0,184.0,8.0,1.0
Troy,2091.0,2.0,0.0,0.0,0.0,2.0,13.0,1.0,12.0,0.0,0.0
Tuftonboro,2414.0,1.0,0.0,0.0,0.0,1.0,12.0,5.0,6.0,1.0,0.0
Wakefield,5789.0,13.0,0.0,7.0,0.0,6.0,34.0,7.0,24.0,3.0,1.0
Warner,2953.0,1.0,0.0,0.0,0.0,1.0,34.0,4.0,28.0,2.0,0.0
Washington,1104.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Waterville Valley,243.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0
Weare,9111.0,4.0,0.0,2.0,0.0,2.0,26.0,11.0,12.0,3.0,0.0
Webster,1962.0,3.0,0.0,1.0,0.0,2.0,24.0,5.0,14.0,5.0,0.0
Whitefield,2201.0,4.0,0.0,0.0,1.0,3.0,7.0,1.0,6.0,0.0,0.0
Wilton,3768.0,6.0,0.0,5.0,0.0,1.0,20.0,7.0,13.0,0.0,0.0
Winchester,4192.0,8.0,0.0,4.0,1.0,3.0,34.0,6.0,23.0,5.0,2.0
Windham,14876.0,5.0,0.0,2.0,0.0,3.0,59.0,8.0,51.0,0.0,0.0
Wolfeboro,6403.0,4.0,0.0,1.0,0.0,3.0,34.0,4.0,26.0,4.0,0.0
Woodstock,1369.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,1.0,1.0
